Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
8792009665,4/12/2016 12:00:00 AM,1,458,493
8792009665,4/13/2016 12:00:00 AM,1,531,552
8792009665,4/14/2016 12:00:00 AM,1,486,503
8792009665,4/15/2016 12:00:00 AM,1,363,377
8792009665,4/20/2016 12:00:00 AM,1,528,547
8792009665,4/22/2016 12:00:00 AM,1,391,407
8792009665,4/23/2016 12:00:00 AM,1,339,360
8792009665,4/27/2016 12:00:00 AM,1,423,428
8792009665,4/28/2016 12:00:00 AM,1,402,416
8792009665,4/29/2016 12:00:00 AM,1,398,406
8792009665,4/30/2016 12:00:00 AM,1,343,360
8792009665,5/1/2016 12:00:00 AM,1,503,527
8792009665,5/2/2016 12:00:00 AM,1,415,423
8792009665,5/3/2016 12:00:00 AM,1,516,545
8792009665,5/4/2016 12:00:00 AM,1,439,463
